03277771	0
03511786	1
06214379	2
02116322	3
10504206	4
02425532	5
08114861	6
02348182	7
13999663	8
10055730	9
07961480	10
05688486	11
08292418	12
09758885	13
00913705	14
02890940	15
13538314	16
01724055	17
02669789	18
00232863	19
07541053	20
05493992	21
10743124	22
12342043	23
10373998	24
05910940	25
01570112	26
06609909	27
13395799	28
00776262	29
07676967	30
11980088	31
02567960	32
14037011	33
04519153	34
08726463	35
12380597	36
09810364	37
01455986	38
00148763	39
10857540	40
03091374	41
08807894	42
00557588	43
11865071	44
03337140	45
11872850	46
08405267	47
01766952	48
04781755	49
11636566	50
02703894	51
01492212	52
00590366	53
02596067	54
02110220	55
15137890	56
02968828	57
08997310	58
12330891	59
02253715	60
00024720	61
01541579	62
14474052	63
02469274	64
02167151	65
08750334	66
06817782	67
00056188	68
09018848	69
08033194	70
06618937	71
02350175	72
06043075	73
01408297	74
10699262	75
02698726	76
03546340	77
02707429	78
09630641	79
04126659	80
09184668	81
05566366	82
00058401	83
03453809	84
01943718	85
08988068	86
00212065	87
08805386	88
08137738	89
02757828	90
14827191	91
08826306	92
12357100	93
02058994	94
06743362	95
08519916	96
13224256	97
10020366	98
07447261	99
00745431	100
09862183	101
11916268	102
02443114	103
13254237	104
00135013	105
09837824	106
00336168	107
10433452	108
03299648	109
02582919	110
01112573	111
07297927	112
10034020	113
02403454	114
01266895	115
07821919	116
01055404	117
06513953	118
11992340	119
06778925	120
02540791	121
09538318	122
01849221	123
10278666	124
06152821	125
14193711	126
05117660	127
12381511	128
12401335	129
09242037	130
06511874	131
09879297	132
14428404	133
10296176	134
01946408	135
10826952	136
13792692	137
01917549	138
10512982	139
10512562	140
06647614	141
08459252	142
02194913	143
01903385	144
03792782	145
14155274	146
06804483	147
01049266	148
08129621	149
00854000	150
02662297	151
13483190	152
01162291	153
01027924	154
14332617	155
12524518	156
12372932	157
00099951	158
04163740	159
03156990	160
14666012	161
12586110	162
12900462	163
02895881	164
11938261	165
05258889	166
10284064	167
02564986	168
00607405	169
06364329	170
00353782	171
08686332	172
01539487	173
00847158	174
10609092	175
05929363	176
06027264	177
05023233	178
11893451	179
09195615	180
10732314	181
00083124	182
05140793	183
01648620	184
14575399	185
04680752	186
10792335	187
13315616	188
02340736	189
04677952	190
09164417	191
01813385	192
13721003	193
08686658	194
13154841	195
14386697	196
03147509	197
07182614	198
12193458	199
13655262	200
07901457	201
02022659	202
00558008	203
00136876	204
00424934	205
12980840	206
01819554	207
02084861	208
02790322	209
02741681	210
11915214	211
01447822	212
05124928	213
02660769	214
15200164	215
01023071	216
02614788	217
01393339	218
01292885	219
03118969	220
06667792	221
03670208	222
10044682	223
00740609	224
12183916	225
04842515	226
09974648	227
15006789	228
05764197	229
12641007	230
02050132	231
05987835	232
15108745	233
01776313	234
12064814	235
01558594	236
02673134	237
01217780	238
01262441	239
00941166	240
06758835	241
06177729	242
09026911	243
10241024	244
06437531	245
12216028	246
03631177	247
02372397	248
07537068	249
08912427	250
10623650	251
02514198	252
07788885	253
12203896	254
02377418	255
00932161	256
03554131	257
14445226	258
04863358	259
01393030	260
07047804	261
00399788	262
08343534	263
01817772	264
00386392	265
12916356	266
12996068	267
02163301	268
00012267	269
03795976	270
12405714	271
02672371	272
05936381	273
09756500	274
02687916	275
12153580	276
01244178	277
00212173	278
07738353	279
00364787	280
08233426	281
05817145	282
02460817	283
02517442	284
07531536	285
08702805	286
07450549	287
08113443	288
12850718	289
09251832	290
05602132	291
10254392	292
05456456	293
12963796	294
01279120	295
10314952	296
01283935	297
11902709	298
08728749	299
06843520	300
08727606	301
01932358	302
09798811	303
02338901	304
10663137	305
03563200	306
00627091	307
11759853	308
01264447	309
10635460	310
10432532	311
03739693	312
04831727	313
09572425	314
06045562	315
01578180	316
03846234	317
06725067	318
10388732	319
02061425	320
02269015	321
00134472	322
06634960	323
02514575	324
15274695	325
01917434	326
09407346	327
02220461	328
02003994	329
11158982	330
13062112	331
10728624	332
03685307	333
09065191	334
09167505	335
06773976	336
12250180	337
05244934	338
00435778	339
10422405	340
12779437	341
13033577	342
06531657	343
01609287	344
12780563	345
02099029	346
15104217	347
01616970	348
06414372	349
01436015	350
01697178	351
00502085	352
02783790	353
00362103	354
02360497	355
14449405	356
02401523	357
02483224	358
01275562	359
00745005	360
14936010	361
10172080	362
10350896	363
02479896	364
03692379	365
00003316	366
01925133	367
01615825	368
00840809	369
08013653	370
01683758	371
08995515	372
13948441	373
05669181	374
01619675	375
01981543	376
04629604	377
12598409	378
00748307	379
02358034	380
09341465	381
14745057	382
12516828	383
06601973	384
04418357	385
14777939	386
00966504	387
10513623	388
00186001	389
01483188	390
11222054	391
01155090	392
00797303	393
02193612	394
12272432	395
12849597	396
04484432	397
00367768	398
02680754	399
12846546	400
02041875	401
02344006	402
01613239	403
06641181	404
05951566	405
12725940	406
02743020	407
05222940	408
01876530	409
04071876	410
01617633	411
09973209	412
14639921	413
09340203	414
07314658	415
01249490	416
00201671	417
08025112	418
08743229	419
07083246	420
08060193	421
00524682	422
00319939	423
02924554	424
02715712	425
00072808	426
07524529	427
06629392	428
04369025	429
02578008	430
00199707	431
15260964	432
05383467	433
12673178	434
00979411	435
01017987	436
09160968	437
11817774	438
01202904	439
04876985	440
07660065	441
01721415	442
02296276	443
01439514	444
00388296	445
11680995	446
02198859	447
07993109	448
12868248	449
07366627	450
01438902	451
10245863	452
10763245	453
11538582	454
07528470	455
09898346	456
08517449	457
05073559	458
01831930	459
02853740	460
00951911	461
12695144	462
01420304	463
05698982	464
04172342	465
00574227	466
08287586	467
07844867	468
02537847	469
07646927	470
11898474	471
11524451	472
01342124	473
02272286	474
12603959	475
00381680	476
00502415	477
08428756	478
01504625	479
01586941	480
02364520	481
13632164	482
05705184	483
09314013	484
00922327	485
03026350	486
02703438	487
00639478	488
05564323	489
07902520	490
07407777	491
06838868	492
05231592	493
00198850	494
03079136	495
